,ARM,HR1_10SCALE,HR2_1,HR2_2,HR2_3,HR2_4,HR2_5,HR3,HR4,HR5,HR6,HR7_1,HR7_2,HR7_3,HR7_4,HR8,HR11,HR12_1,HR12_2,HR12_3,HR12_4,HR12_5,HR13,HR14,COVID_HR1,COVID_HR2,COVID_HR3,STIMULUS2,STIMULUS3,STIMULUS4,STIMULUS5,STIMULUS6,POLICY1,POLICY2,POLICY3,POLICY4,PERSONAL2,PERSONAL3,PERSONAL4,WORRY_1,WORRY_2,WORRY_3,WORRY_4,WORRY_5,WORRY_6,WORRY_7,WORRY_8,MEDIA1,MEDIA2,MEDIA5,MEDIA6_1,MEDIA6_2,MEDIA6_3,MEDIA6_4,MEDIA6_5,MEDIA6_6,MEDIA6_7,MEDIA7,MEDIA9,MEDIA10,MEDIA11,MEDIA12,MEDIA13,MEDIA14,MEDIA15,MEDIA17,MH1,MH2,CHILDCARE1,CHILDCARE2,CHILDCARE3,ELDERLYCARE1,IDEOLOGY1,IDEOLOGY2,IDEOLOGY3,IDEOLOGY4,IDEOLOGY5,IDEOLOGY6,IDEOLOGY7,IDEOLOGY8,CULTURE1_1,CULTURE1_2,CULTURE1_3,CULTURE1_4,CULTURE1_5,CULTURE1_6,CULTURE2_1,CULTURE2_2,CULTURE2_3,CULTURE2_4,CULTURE2_5,CULTURE2_6,CULTURE2_7,RUMORS2,DEMOGRAPHIC1,DEMOGRAPHIC2,DEMOGRAPHIC4,DEMOGRAPHIC5,DEMOGRAPHIC6,DEMOGRAPHIC7,DEMOGRAPHIC8,DEMOGRAPHIC9,DEMOGRAPHIC10,DEMOGRAPHIC11,DEMOGRAPHIC12,DEMOGRAPHIC13,age,STIMULUS1_WORK_FROM_HOME,STIMULUS1_LOST_JOB,STIMULUS1_FURLOUGHED,STIMULUS1_REDUCED_HOURS,STIMULUS1_PAY_CUT,STIMULUS1_WORK_MORE_HOUR,STIMULUS1_INCREASED_PAY,STIMULUS1_Nothing changed,POLICY5_EVERYONE_SD,POLICY5_AFFECTED_AREA_SD,POLICY5_VOLUNTARY_SD,POLICY5_OLD_PEOPLE_SD,POLICY5_CLOSE_SCHOOL,POLICY5R_CLOSE_UNIVERSITY,POLICY5_CANCEL_LARGE_EVENT,POLICY5_OTHER,POLICY6_EVERYONE_SD,POLICY6_AFFECTED_AREA_SD,POLICY6_VOLUNTARY_SD,POLICY6_OLD_PEOPLE_SD,POLICY6_CLOSE_SCHOOL,POLICY6_CLOSE_UNIVERSITY,POLICY6_CANCEL_LARGE_EVENT,POLICY6_OTHER,PERSONAL1_WOKR_HOME,PERSONAL1_STAYHOME_GOGROCERY,PERSONAL1_DIST_OLDER_RELATIVES,PERSONAL1_DIST_OTHER_FAMILY,PERSONAL1_DAYCARE_CLOSEDSHCOOL,PERSONAL1_DAYCARE_VOLUNTARILY,PERSONAL5_WASH_HANDS,PERSONAL5_SANITIZER,PERSONAL5_TESTING_COVID,PERSONAL5_CHANGEED_TRAVELPLAN,PERSONAL5_AVOIDED_WITH_OTHERS,PERSONAL5_AVOING_WIHT_ADULTS,PERSONAL5_AVOIDED_GATHERING,PERSONAL5_INFO_COVID,PERSONAL5_Selfquarantined,PERSONAL6_EXP_COM,PERSONAL6_SOMEONE_EXP_COM,PERSONAL6_NOTABL_FOOD_TABLE,PERSONAL6_FEELING_ISOLATED,PERSONAL6_NOTABL_GETCARE,PERSONAL6_NOTABL_TREATMENT,PERSONAL6_CHILD_EDUCATION,PERSONAL6_NOTABL_PAY_RENT,PERSONAL6_NOTABL_TAKECARE_FAM,PERSONAL6_NOTABL_WORK,PERSONAL6_FINANCIAL_IMPACTS,PERSONAL6_OTHER,PERSONAL7_RED_INCOME,PERSONAL7_LOST_JOB,PERSONAL7_LOSS_CHILDCARE,PERSONAL7_FOOD,PERSONAL7_SUPPLIES,PERSONAL7_MEDICATIONS,PERSONAL7_TRANSPORTATION,PERSONAL7_HEALTHCARE,PERSONAL7_NONE,PERSONAL7_OTHER,MEDIA3_TV,MEDIA3_SOCIAL_MEDIA,MEDIA3_NEWSPAPER,MEDIA3_MAGAZINES,MEDIA3_BLOGS_PODCASTS,MEDIA3_GOVERNMENT,MEDIA3_HEALTH_DEP,MEDIA3_MEMBER,MEDIA3_PRACTITIONERS,MEDIA3_RESEARCHERS,MEDIA3_ARTICLES,MEDIA3_OTHER,MEDIA4_TV,MEDIA4_SOCIAL_MEDIA,MEDIA4_NEWSPAPER,MEDIA4_MAGAZINES,MEDIA4_BLOGS_PODCASTS,MEDIA4_GOVERNMENT,MEDIA4_HEALTH_DEP,MEDIA4_MEMBER,MEDIA4_PRACTITIONERS,MEDIA4_RESEARCHERS,MEDIA4_ARTICLES,MEDIA4_OTHER,MEDIA8_DIABETES,MEDIA8_HEART,MEDIA8_CANCER,MEDIA8_HIV/AIDS,MEDIA8_ASTHMA,MEDIA8_LUNG,MEDIA8_OTHER,MEDIA16_KITCHEN,MEDIA16_DISTRICT,MEDIA16_FOODSTAMPS,MEDIA16_NOTFOOD_ASS,MEDIA16_DONTKNOW,RUMORS1_ACCIDENTLY_ESCAPED,RUMORS1_PURPOSEFULLY_LEAKED,RUMORS1_USARMY_BROUGHT,RUMORS1_BAT_TO_HUMANS,RUMORS1_BAT_ANIMAL_HUMANS,RUMORS1_WET_MARKET,RUMORS1_OTHER
493,1,10,3,3,3,3,3,4,4,4,4,4,4,4,4,3,B,2,1,1,1,1,E,F,,,C,A,1,1,A,B,0,0,C,A,1,4,0,0,0,0,0,0,0,0,0,1,C,F,5,5,5,5,1,5,5,1,A,4,E,0,B,No,B,A,1,1,No,B,No,No,B,B,A,"Someone else, write-in below",2,2,C,3,5,1,5,5,1,5,5,1,1,3,3,3,3,B,Disabled,No,AL,35045,No,No,A,4,Female,2,A,0,62,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
494,0,10,2,2,2,4,4,3,4,3,1,4,4,4,3,3,B,2,2,2,0,2,C,F,All,C,C,A,1,0,A,D,0,0,C,A,1,3,4,2,2,2,1,0,2,1,1,3,C,D,1,1,1,5,4,3,3,1,A,1,B,0,B,No,B,B,1,1,No,A,No,Yes,A,A,A,B,0,2,D,D,5,4,5,5,1,1,2,3,4,5,5,5,3,E,Retired ,No,AL,36420,Yes,No,A,4,Female,2,A,0,66,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0
495,1,2,1,1,3,5,5,4,1,3,1,3,0,1,3,2,A,2,2,2,2,2,E,F,Some,C,C,C,1,1,A,C,0,0,B,B,2,1,4,0,0,0,1,0,0,0,1,0,C,B,1,3,3,4,4,4,2,1,A,1,C,0,B,No,B,B,0,0,No,C,No,Yes,A,A,A,B,-1,4,A,D,4,3,3,4,4,2,1,4,4,4,4,4,2,A,Caretakwr,Yes,TX,78861,Yes,No,B,3,Female,2,B,1,67,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
496,0,7,5,4,5,4,4,3,3,3,3,1,1,3,3,2,A,2,2,2,2,2,C,F,Some,C,A,A,2,2,D,B,2,2,B,B,2,2,4,2,2,2,2,2,1,2,2,3,B,C,4,3,3,3,2,2,2,3,A,1,A,2,B,No,B,A,3,0,Yes,B,No,No,B,B,B,,1,4,C,3,4,5,1,4,4,4,2,5,4,5,4,4,2,B,construction,No,IL,60007,Yes,No,A,4,Male,5,A,2,60,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
497,1,2,2,2,4,4,3,3,2,3,1,3,3,2,3,1,A,1,1,1,1,1,C,B,Some,C,B,B,2,2,A,C,1,0,B,A,3,1,4,0,1,1,1,0,0,0,0,1,C,A,3,3,3,3,2,3,2,0,A,1,A,0,B,No,B,B,2,2,No,A,No,No,B,H,A,A,0,2,C,3,4,4,2,4,3,2,4,4,3,3,3,4,5,B,New Custom Home Painter,No,VA,75144,Yes,No,A,3,Female,3,A,1,57,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
498,2,7,4,3,5,4,3,4,3,3,2,2,2,2,2,1,A,1,1,1,2,0,D,B,All,D,C,A,2,2,A,A,1,0,B,A,2,1,4,2,2,2,1,1,0,0,1,3,C,A,4,5,5,4,3,4,4,3,A,1,E,0,B,No,B,B,3,3,No,A,No,Yes,B,H,B,,1,3,C,3,5,3,4,4,1,2,2,2,1,4,4,4,5,A,Retired. Fulltime Caregiver for husband.,No,TX,75701,Yes,No,A,3,Female,2,A,0,61,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
499,1,1,3,4,3,4,5,4,2,3,3,3,4,3,4,2,C,2,2,2,2,2,E,F,Some,C,C,C,0,0,D,C,0,1,B,B,2,1,3,1,1,1,0,0,1,0,1,2,A,B,2,3,4,5,4,4,3,2,A,3,E,0,B,No,B,B,0,0,No,B,No,Yes,C,H,B,,0,2,A,A,2,4,2,1,3,3,3,3,3,3,3,3,3,F,retired health care,Yes,TX,79072,Yes,No,L,4,Male,2,A,0,65,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
500,1,8,4,4,5,4,3,4,3,4,0,3,3,0,3,0,B,2,0,0,0,2,E,F,,C,C,C,1,0,A,D,0,0,C,B,2,1,4,0,1,0,2,0,1,0,0,2,B,D,3,4,4,4,3,4,3,3,A,0,E,0,B,No,B,B,0,0,No,C,No,Yes,A,A,A,A,0,2,D,D,5,3,3,5,3,3,3,5,5,5,5,5,3,E,retired,No,FL,32514,Yes,No,A,4,Female,4,A,1,67,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
501,2,2,5,4,3,4,4,2,3,3,2,2,3,3,3,3,B,2,2,2,2,2,E,A,,,B,B,2,2,A,C,2,2,B,A,2,3,3,2,2,2,1,1,0,1,1,2,C,C,4,3,2,3,2,2,2,3,A,3,B,1,B,No,B,A,2,0,Yes,A,No,No,A,A,A,B,1,3,C,3,5,4,3,5,3,4,5,5,4,5,3,4,4,B,Banking and finance,Yes,FL,33116,Yes,Yes,B,4,Male,6,A,1,37,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
502,2,7,5,5,5,5,4,4,4,3,3,3,2,3,4,3,B,2,2,2,1,2,E,A,,,A,C,3,2,A,B,1,1,B,B,3,2,3,2,2,1,1,0,1,1,2,1,A,C,5,4,4,5,2,2,1,4,A,4,E,0,B,No,B,B,0,1,Yes,B,No,No,B,B,B,,1,4,C,3,5,5,4,5,4,5,4,5,4,5,3,4,3,A,Information and technology ,Yes,GA,30303,Yes,No,A,4,Male,5,A,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
503,0,1,5,3,4,3,3,1,1,3,4,4,0,0,2,2,A,2,2,0,0,0,C,G,All,D,B,B,1,0,A,C,2,2,B,A,3,4,4,1,1,0,2,0,1,0,0,2,C,C,3,2,3,2,3,2,1,0,C,2,D,0,B,No,B,A,0,2,No,B,Yes,Yes,A,G,C,B,0,2,B,B,3,4,3,5,3,4,3,3,4,3,4,3,4,A,No work,Yes,AR,23456,Yes,Yes,A,0,Female,1,B,0,34,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
504,0,7,5,3,2,4,4,4,4,4,4,4,2,1,2,2,C,2,1,2,2,1,A,B,Some,B,A,B,3,2,A,D,0,1,B,A,1,3,4,2,0,0,2,1,0,0,2,3,B,E,4,2,3,2,4,2,2,3,A,4,A,1,A,No,B,A,1,0,Yes,A,Yes,Yes,A,A,A,B,2,4,B,B,5,4,3,2,2,1,2,5,3,1,1,3,5,B,I don't think you could ever think about me and you don't wanna tell her mama she is so cute she ,Yes,LA,70363,Yes,No,A,4,Female,0,A,1,22,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
505,0,10,5,5,4,5,5,4,4,4,4,4,3,4,4,2,B,2,2,2,2,2,C,B,Some,B,A,B,3,2,A,D,1,2,B,B,2,4,4,2,2,1,2,2,0,2,1,3,C,D,4,2,3,2,4,5,5,4,B,4,B,1,B,Yes,A,B,1,1,Yes,A,No,Yes,B,B,A,B,1,3,C,D,5,5,4,3,4,5,5,4,3,3,5,5,4,B,Iys for buy a cars,No,FL,32003,Yes,No,A,4,Male,5,A,1,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
506,1,9,4,5,4,4,4,3,4,3,4,3,3,4,3,2,B,2,2,1,2,2,D,A,All,C,B,B,3,2,B,C,1,1,B,A,1,3,3,2,1,2,1,1,2,1,1,3,B,C,1,2,2,1,2,2,2,3,A,3,E,1,A,Yes,A,A,1,1,Yes,A,No,No,B,B,B,,1,4,C,3,5,4,4,5,4,4,5,4,4,5,4,5,5,A,Financial analysts manager ,Yes,CA,90601,No,No,A,3,Female,6,D,1,45,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
507,0,3,2,1,2,3,3,2,2,1,2,2,1,1,1,1,C,1,0,1,1,1,C,C,Some,B,A,B,1,1,C,C,1,1,C,A,0,2,2,2,0,1,2,0,0,1,2,2,C,D,1,2,3,1,5,5,3,3,A,3,E,0,B,No,B,B,0,2,No,B,No,Yes,A,A,C,B,-1,1,D,D,5,3,4,4,3,5,5,3,5,4,3,4,5,F,None,Yes,NC,27260,Yes,No,B,3,Female,1,C,1,17,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
508,1,6,3,4,2,2,4,2,3,2,2,2,2,2,2,1,B,1,2,1,0,2,C,B,Some,C,A,A,2,3,B,B,1,1,B,A,2,3,2,2,1,0,0,0,1,2,1,3,C,B,1,2,3,4,5,4,3,3,A,3,B,1,A,Yes,A,A,1,2,Yes,B,No,No,B,B,B,,1,3,C,3,5,4,3,2,1,2,5,4,3,2,1,2,3,B,Hi I wanna is your time for the kids ,Yes,NJ,8353,Yes,No,A,4,Male,3,A,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
509,0,1,5,3,5,1,1,4,3,1,1,4,1,0,0,3,B,2,2,2,2,2,E,C,,D,C,C,0,0,D,B,0,1,C,B,3,1,3,2,2,2,2,2,2,2,2,1,A,D,1,1,1,5,2,1,1,4,B,4,E,0,B,No,B,B,2,1,No,B,No,Yes,A,A,A,B,2,0,D,D,5,4,5,5,5,1,1,5,5,5,5,5,5,A,Unemployed,No,GA,30087,Yes,No,L,4,Female,0,C,1,31,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
510,1,10,5,5,5,5,5,4,3,4,3,4,4,4,4,3,A,2,2,2,2,2,B,C,All,,A,B,3,3,A,B,2,2,A,A,3,4,4,2,2,2,2,2,2,2,2,3,A,A,5,5,5,5,5,5,5,4,A,4,A,2,A,Yes,A,A,3,3,Yes,A,Yes,Yes,A,A,A,A,2,4,D,D,5,5,5,5,5,5,5,5,5,5,5,5,5,A,Healthcare,Yes,NY,10013,Yes,No,B,4,Male,6,A,2,36,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0
511,0,1,4,4,5,4,3,4,3,3,2,0,0,2,0,1,A,0,1,1,2,0,E,F,Some,C,C,C,2,1,A,C,0,0,C,B,2,1,4,2,2,2,1,0,2,0,1,1,C,D,3,3,3,4,3,4,3,3,A,0,E,0,B,No,B,B,1,1,No,C,No,No,A,A,A,B,0,0,D,D,3,4,3,3,3,4,2,4,4,4,4,4,4,A,Retired ,No,NY,14062,Yes,No,A,3,Female,3,A,1,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
512,0,5,3,3,3,3,3,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,E,D,,D,C,A,0,0,D,E,2,2,C,A,3,0,0,2,2,2,2,0,0,0,2,1,C,A,1,1,1,1,1,1,1,2,B,0,D,0,C,No,B,B,0,0,No,C,No,No,C,H,D,A,0,0,A,A,3,3,3,3,3,3,3,3,3,3,3,3,3,G,Unemployed ,No,NJ,8562,Yes,No,L,0,Female,0,A,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
513,2,10,5,5,5,3,4,3,2,3,2,2,2,3,3,2,C,1,2,2,2,1,C,F,,,A,C,1,1,D,D,0,1,B,A,2,2,4,2,2,2,2,2,2,2,2,3,B,C,3,4,4,4,5,2,5,2,B,1,E,0,B,No,B,B,1,2,Yes,A,No,No,B,A,A,B,-2,4,C,D,3,1,1,5,5,1,5,5,5,5,5,5,1,B,IT/Computer services,No,NY,10001,Yes,No,A,4,Male,6,A,2,40,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
514,2,1,5,5,5,5,5,4,2,4,3,4,2,0,4,1,C,2,2,2,2,2,E,A,,,C,C,3,2,A,A,1,2,B,B,3,4,4,1,1,0,0,1,1,0,1,2,A,C,5,5,5,5,4,4,1,4,B,4,E,2,B,No,B,B,1,0,Yes,A,No,No,B,B,A,B,2,3,C,E,4,4,3,4,4,4,4,4,4,3,4,4,4,G,Insurance,No,NY,10013,Yes,No,F,4,Male,6,A,3,40,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
515,1,1,5,4,5,5,4,4,3,3,3,3,4,3,2,2,A,2,2,2,2,2,C,E,,,A,A,2,3,D,D,1,2,B,B,3,1,4,1,1,2,2,1,2,2,2,2,A,C,2,4,4,4,5,2,3,4,B,3,E,0,B,No,B,A,1,0,Yes,A,No,No,B,B,A,B,1,3,C,3,5,5,4,3,4,5,4,5,5,4,3,3,5,A,Real estate manager,Yes,NY,10001,Yes,No,F,4,Male,4,A,2,40,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
516,0,7,4,4,4,4,4,3,3,3,3,3,2,3,3,2,C,2,2,2,1,2,E,B,Some,C,A,C,2,2,A,B,1,1,C,B,1,2,3,1,1,1,1,1,1,1,1,2,A,D,3,3,3,3,3,3,3,3,A,3,E,0,B,No,B,B,1,1,Yes,A,No,No,B,B,B,,1,2,C,3,4,4,3,3,4,3,3,4,4,4,4,4,4,F,Automotive ,No,CA,90001,Yes,No,B,3,Female,5,A,1,32,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,2,10,3,5,4,5,4,4,3,3,4,3,4,3,3,3,A,2,1,2,1,2,E,F,All,,B,C,2,1,A,C,0,2,B,B,3,4,4,2,2,2,1,0,1,0,1,3,B,C,5,4,5,5,4,4,2,3,A,4,E,0,B,No,B,A,1,3,Yes,B,No,No,B,B,A,"Someone else, write-in below",2,4,C,3,4,3,4,4,3,4,4,3,4,5,4,4,4,A,Health worker,Yes,CA,90001,Yes,No,B,4,Male,4,A,2,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
